stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone                                                                                                                                                                                                                                           
67216,,Algimia-C,,39.753034,-0.365693,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
67221,,Estivella-Albalat Dels Tarongers,,39.706328,-0.348142,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                
67223,,Gilet (apd),,39.679394,-0.320723,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
79309,,Figueres,,42.265065,2.968787,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
71802,,Barcelona-Passeig de Gracia,,41.392281,2.164896,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                      
79009,,Barcelona-Clot-Arago,,41.409188,2.187148,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
79104,,Sant Celoni,,41.685877,2.490554,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
79200,,Maçanet-Massanes,,41.773056,2.673572,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
79202,,Sils,,41.807683,2.74486,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                              
79203,,Caldes de Malavella,,41.841098,2.800765,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
79303,,Flaça,,42.047596,2.957506,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
70806,,Zaragoza Portillo,,41.652673,-0.896046,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                               
70807,,Zaragoza Goya,,41.643967,-0.89114,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                    
71100,,Zaragoza Miraflores,,41.632324,-0.866514,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
71105,,Quinto,,41.419528,-0.490673,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
71108,,La Zaida-Sastago,,41.320542,-0.427115,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
71200,,La Puebla de Hijar,,41.2244,-0.438595,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
71201,,Samper,,41.182183,-0.368761,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
71204,,Caspe,,41.239738,-0.042701,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
71206,,Fabara,,41.234405,0.143284,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
71207,,Nonaspe,,41.213788,0.242472,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
71208,,Faio-La Pobla de Massaluca (fayon),,41.225247,0.350275,,,,,Europe/Madrid                                                                                                                                                                                                                                                                               
71209,,Riba-Roja Debre,,41.248451,0.480888,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                  
71210,,Flix,,41.229502,0.540071,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                             
71211,,Asco,,41.182479,0.568964,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                             
71300,,Mora La Nova,,41.106374,0.652893,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
71302,,Capçanes,,41.102057,0.78033,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
71303,,Marça-Falset,,41.130945,0.810328,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
71304,,Pradell de La Teixeta,,41.13324,0.858371,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
71306,,Riudecanyes-Botarell,,41.140027,0.975648,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
71307,,Les Borges del Camp,,41.165525,1.020774,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
71400,,Reus,,41.160524,1.099979,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                             
71401,,Vila-Seca,,41.112744,1.150389,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
71502,,Altafulla-Tamarit,,41.136446,1.37453,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
71503,,Torredembarra,,41.142857,1.40566,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
71600,,Sant Vicenç de Calders,,41.186245,1.526315,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                           
79315,,Portbou,,42.424494,3.157858,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
79312,,Llança,,42.3665949,3.1489870,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
71305,,Duesaigues-Largentera,,41.143776,0.920942,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
71301,,Els Guiamets,,41.093462,0.747173,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
73002,,Juneda,,41.543879,0.825584,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
73003,,Les Borges Blanques,,41.521461,0.877715,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
73005,,Vinaixa,,41.425077,0.970308,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
73006,,Vimbodi I Poblet,,41.40261,1.046008,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                  
73007,,Lespluga de Francoli,,41.400525,1.103389,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
73008,,Montblanc,,41.376648,1.165431,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
73100,,La Plana-Picamoixons,,41.30597,1.197665,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
73101,,Alcover,,41.261658,1.174228,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
73102,,La Selva del Camp,,41.210284,1.144072,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
73010,,La Riba,,41.318354,1.181248,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
73009,,Vilaverd,,41.337602,1.176599,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
73001,,Puigverd de Lleida-Artesa de Lleida,,41.55365,0.733058,,,,,Europe/Madrid                                                                                                                                                                                                                                                                               
73004,,La Floresta,,41.504263,0.924303,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
72101,,Roda de Mar,,41.186315,1.4551443,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
76001,,Salomo,,41.223474,1.376617,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
76004,,Valls,,41.28963,1.258734,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                             
76002,,Vilabella,,41.240312,1.315601,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
76003,,Nulles-Brafim,,41.250306,1.297449,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                    
71707,,El Prat de Llobregat,,41.330626,2.089908,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
71709,,Viladecans,,41.309407,2.027700,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
71706,,Gava,,41.303417,2.010444,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                             
71705,,Castelldefels,,41.278755,1.979093,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                    
71701,,Sitges,,41.23879,1.809633,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
71604,,Cubelles,,41.20434,1.675957,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
71603,,Cunit,,41.195912,1.631307,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
71602,,Segur de Calafell,,41.192562,1.606431,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
71601,,Calafell,,41.189651,1.574993,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
71708,,Bellvitge,,41.353714,2.115315,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
71704,,Platja de Castelldefels,,41.266842,1.957181,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                          
72100,,Roda Barà,,41.184052,1.440153,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
65408,,Mont-Roig del Camp,,41.044963,0.990722,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                               
65407,,L'Hospitalet de L'Infant,,40.995863,0.920733,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                         
65405,,Lametlla de Mar,,40.886188,0.800427,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                  
65404,,Lampolla-El Perello-Deltebre,,40.812011,0.708221,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                     
65403,,Camarles-Deltebre,,40.774757,0.671647,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
65401,,Camp-Redo,,40.759135,0.555834,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
71205,,Val de Pilas,,41.230056,0.070145,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
71103,,Fuentes de Ebro,,41.515065,-0.618625,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
78302,,Binefar,,41.849768,0.291478,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
78301,,Monzon-Rio Cinca,,41.913679,0.196939,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
78203,,Sariñena,,41.817529,-0.17076,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
78201,,Grañen,,41.938033,-0.369329,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
78005,,Villanueva de Gallego,,41.76551,-0.822204,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
72305,,L'Hospitalet de Llobregat,,41.364075,2.100711,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                        
78805,,Barcelona-Plaça de Catalunya,,41.38737,2.168856,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                      
78804,,Barcelona-Arc de Triomf,,41.391646,2.180271,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                          
78806,,Barcelona La Sagrera Meridiana,,41.422933,2.186914,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                   
78802,,Sant Andreu Arenal,,41.430851,2.183104,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                               
78801,,Barcelona-Torre del Baro,,41.461354,2.180421,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                         
78800,,Montcada Bifurcacio,,41.469591,2.179853,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
78708,,Montcada I Reixac-Manresa,,41.483951,2.185351,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                        
78707,,Montcada I Reixac-Santa Maria,,41.481154,2.167067,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                    
78706,,Cerdanyola del Valles,,41.492627, 2.14743,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
78705,,Barbera del Valles,, 41.513615,2.118535,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
78703,,Sabadell Sud,,41.528716,2.105395,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
78704,,Sabadell Centre,,41.547892,2.115053,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                  
78709,,Sabadell Nord,,41.562401,2.09591,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
78710,,Terrasa Est,,41.567261,2.041561,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
78700,,Terrassa,,41.569576,2.014348,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
78604,,Sant Vicenç de Castellet,,41.668851,1.862649,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                         
78600,,Manresa,,41.720393,1.827185,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
78506,,Rajadell,,41.733159,1.696275,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
78505,,Aguilar de Segarra,,41.738917,1.62372,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
78504,,Seguers-Sant Pere Sallavinera,,41.747991,1.574167,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                    
78503,,Calaf,,41.730334,1.515097,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
78502,,Sant Marti Sesgueioles,,41.701217,1.486204,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                           
78501,,Sant Guim de Freixenet,,41.655924,1.42053,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
78500,,Cervera,,41.673611,1.274773,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
78408,,Tarrega,,41.650387,1.138963,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
78407,,Anglesola,,41.646448,1.079192,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
78406,,Bellpuig,,41.632545,1.012993,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
78405,,Castellnou de Seana,,41.637464,0.967736,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
78404,,Golmes,,41.635929,0.930863,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
78403,,Mollerussa,,41.631779,0.896775,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
78402,,Bell-Lloc Durgell,,41.631619,0.781547,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
78610,,Sant Miquel de Gonteres,,41.568855,1.974213,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                          
78609,,Viladecavalls,,41.563853,1.957144,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                    
78607,,Vacarisses-Torreblanca,,41.586759,1.916921,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                           
78606,,Vacarisses,,41.601891,1.894388,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
78605,,Castellbell I El Vilar-Monistrol Monts,,41.628400,1.868550,,,,,Europe/Madrid                                                                                                                                                                                                                                                                           
74217,,Canfranc,,42.751471,-0.514641,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
74216,,Villanua-Letranz,,42.688745,-0.52346,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
74214,,Castiello-Pueblo,,42.62811,-0.546291,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
74213,,Jaca,,42.578303,-0.539231,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
74211,,Sabiñanigo,,42.520446,-0.373085,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
74209,,Caldearenas-Aquilue,,42.397973,-0.499309,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
74208,,Anzanigo,,42.403289,-0.643344,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
74207,,Santa Maria Y La Peña,,42.38039,-0.695647,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
74206,,Riglos,,42.344756,-0.731599,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
