stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone                                                                                                                                                                                                                                           
99130,,Antequera Santa Ana,,37.069881,-4.719014,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
43019,,Huelva,,37.253079,-6.950971,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
43011,,La Palma del Condado,,37.390665,-6.554444,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
37704,,Villanueva de Cordoba-Los Pedroches,,38.255405,-4.570952,,,,,Europe/Madrid                                                                                                                                                                                                                                                                             
04307,,Figueres Vilafant,,42.264771,2.943547,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
79300,,Girona,,41.979303,2.817006,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
74200,,Huesca,,42.133594,-0.409745,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
78200,,Tardienta,,41.975716,-0.538223,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
03208,,Cuenca Fernando Zobel,,40.035192,-2.14441,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
21010,,Ferrol,,43.488035,-8.231143,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
08004,,Segovia Av,,40.910577,-4.094564,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
08240,,Medina Alta Velocidad,,41.317459,-4.910071,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                           
30200,,Zamora,,41.515892,-5.739675,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
31200,,Puebla de Sanabria,,42.045763,-6.626848,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
31205,,A Gudiña,,42.060644,-7.132532,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
21001,,Betanzos-Cidade,,43.284137,-8.215874,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
21004,,Pontedeume,,43.411797,-8.180416,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
14223,,Santander,,43.459229,-3.811357,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
03309,,Villena Av,,38.585302,-0.873295,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
14114,,Aguilar de Campoo,,42.785362,-4.233899,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                               
14202,,Reinosa,,42.994447,-4.140944,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
14213,,Torrelavega,,43.327527,-4.042743,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
11500,,Tolosa,,43.135478,-2.079042,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
20005,,Veguellina,,42.4335,-5.88756,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
14200,,Mataporquera,,42.870901,-4.165406,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                    
14107,,Osorno,,42.415077,-4.357367,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
14104,,Fromista,,42.264900,-4.402433,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
23004,,Pontevedra,,42.421969,-8.635546,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
20113,,San Miguel de Las Dueñas,,42.586392,-6.523776,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                        
20109,,Torre del Bierzo,,42.595578,-6.329083,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
20102,,Vega-Magaz,,42.55376,-6.068267,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
30100,,Salamanca,,40.972235,-5.648990,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
18002,,Madrid-Nuevos Ministerios,,40.446616,-3.69219,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                        
60800,,Almansa,,38.867822,-1.105446,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
64104,,Alzira,,39.153168,-0.450646,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
03213,,Requena Utiel,,39.519834,-1.127601,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                   
69110,,Gandia,,38.970087,-0.179859,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
69104,,Cullera,,39.177928,-0.263126,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
92102,,Toledo,,39.862272,-4.011244,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
08223,,Vigo Urzaiz,,42.234189,-8.713728,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
31416,,Cerceda-Meirama,,43.2078791,-8.4467723,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                               
23021,,Padrón-Barbanza,,42.738967,-8.652614,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
23008,,Vilagarcia de Arousa,,42.602189,-8.762523,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
08224,,Redondela,,42.286005,-8.619402,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
23002,,Arcade,,42.340549,-8.611178,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
99159,,SANTIAGO-TURISTICO,,42.8708420,-8.5446970,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
99161,,PONTEVEDRA-TURISTICO,,42.4219690,-8.6355460,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                          
99143,,A CORUNA-TURISTICO,,43.3527610,-8.4097550,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
07004,,Aguilas,,37.409848,-1.572528,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
06006,,Lorca Sutullena (san Diego),,37.672081,-1.696293,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                     
06003,,Totana,,37.763514,-1.495667,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
06002,,Alhama de Murcia,,37.849449,-1.414517,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
60200,,Aranjuez,,40.034761,-3.618262,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
10610,,Valladolid-Universidad,,41.660257,-4.704037,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                          
10602,,Cabezon del Pisuerga,,41.737276,-4.651294,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                            
10605,,Dueñas,,41.870480,-4.541216,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
11000,,Venta de Baños,,41.917360,-4.495844,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                  
15001,,Grijota,,42.049225,-4.583954,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
15003,,Becerril,,42.104706,-4.647120,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
15004,,Paredes de Nava,,42.150694,-4.697599,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
15008,,Grajal,,42.323246,-5.013381,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
15012,,El Burgo Ranero,,42.425753,-5.208592,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
15015,,Palanquinos,,42.460716,-5.497584,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
15108,,La Pola de Gordon,,42.854099,-5.674524,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                               
15109,,Santa Lucia,,42.875150,-5.639613,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
15112,,Villamanin,,42.93671,-5.657637,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
15113,,Busdongo,,42.984495,-5.705391,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
15116,,Linares-Congostinas,,43.101743,-5.772162,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
15401,,Calzada de Asturias,,43.535384,-5.697594,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
15218,,Oviedo-Llamaquique,,43.358839,-5.857392,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
15200,,Ujo,,43.20605,-5.792684,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                              
15120,,Campomanes,,43.109979,-5.816386,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
15118,,Puente de Los Fierros,,43.071417,-5.769544,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                           
23000,,Redondela-Picota,,42.286866,-8.607118,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
23009,,Catoira,,42.672166,-8.725291,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
23010,,Pontecesures,,42.722985,-8.65213,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
23011,,Padron,,42.738967,-8.652614,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
23018,,Pontevedra-Universidad,,42.438265,-8.630121,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                          
31415,,Ordes,, 43.037544,-8.448447,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
31411,,Uxes,,43.297374,-8.444404,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
23005,,Portela,,42.517801,-8.654609,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
23013,,Osebe,,42.825298,-8.61584,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
23001,,Cesantes,,42.310258,-8.616541,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
99117,,Ourense T.,,42.350389,-7.872777,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
22402,,Valenza Do Minho,,42.024734,-8.639745,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
22401,,Tui/Tuy,,42.056534,-8.642884,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
20002,,Quintana-Raneros,,42.550085,-5.637789,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
20008,,Villabante,,42.46458,-5.838914,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
20006,,Barrientos,,42.414301,-5.963988,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
20007,,Nistal,,42.424462,-6.00803,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
20103,,Porqueros,,42.598935,-6.108238,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
20106,,La Granja de San Vicente,,42.614874,-6.282495,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                        
22110,,Caldelas,,42.055813,-8.566343,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
22109,,Salvaterra de Miño,,42.08164,-8.495141,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                               
22108,,As Neves,,42.075462,-8.420074,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
22107,,Sela,,42.092092,-8.355998,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
22106,,Arbo,,42.107058,-8.300247,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
22105,,Pousa-Crecente,,42.136705,-8.234889,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                  
22104,,Frieira,,42.154882,-8.201036,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
22103,,Filgueira,,42.219917,-8.184788,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
22102,,Ribadavia,,42.293100,-8.139261,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
22006,,Barra de Miño,,42.401095,-7.802567,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                   
22005,,Os Peares,,42.451439,-7.735523,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
22004,,San Pedro Do Sil,,42.441353,-7.70412,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                 
22003,,San Estevo Do Sil,,42.426921,-7.661676,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                               
22002,,Areas,,42.457799,-7.62879,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                            
22001,,Canabal,,42.482882,-7.587733,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
20214,,Montefurado,,42.39402,-7.198400,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                      
20212,,Vilamartin de Valdeorras,,42.411829,-7.061185,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                        
20210,,Sobradelo,,42.414859,-6.911951,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
20208,,Quereño,,42.420704,-6.829486,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
20207,,Covas,,42.475326,-6.830878,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
20204,,Toral de Los Vados,,42.541052,-6.776703,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
20203,,Villadepalos,,42.53686,-6.751109,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                     
22101,,Barbantes,,42.338376,-8.011721,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                       
20218,,A Pobra Do Brollon,,42.533682,-7.400088,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                              
20410,,Elviña-Universidade,,43.335222,-8.413061,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                             
20404,,O Burgo Santiago,,43.317841,-8.368750,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
20403,,Cambre,,43.290502,-8.352104,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
20402,,Cecebre,,43.287913,-8.307767,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
20320,,Oza Dos Rios,,43.218770,-8.187111,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                    
20319,,Cesuras,,43.173073,-8.200500,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                         
20318,,Piñoi,,43.127922,-8.163498,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
20316,,Teixeiro,,43.141411,-8.037690,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
20314,,Guitiriz,,43.179058,-7.895039,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
20313,,Parga,,43.163644,-7.837383,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                           
20312,,Baamonde,,43.173405,-7.756128,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                        
20310,,Rabade,,43.121378,-7.624835,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                          
20306,,Pedrelo-Celtigos,,42.832934,-7.393329,,,,,Europe/Madrid                                                                                                                                                                                                                                                                                                
